name,JHipsterRegister,Docker,applicationType,authenticationType,hibernateCache,clusteredHttpSession,websocket,databaseType,devDatabaseType,prodDatabaseType,buildTool,searchEngine,enableSocialSignIn,useSass,enableTranslation,Generate,Compile,Log.Compile,Build,protractor,cucumber,gatling,Log.Gen,Bug
411,jhipster206,X,monolith,jwt,no,no,no,sql,InMemory,mariadb,maven,no,X,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
412,jhipster206,,monolith,jwt,no,no,no,sql,InMemory,mariadb,maven,no,X,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
413,jhipster207,X,monolith,session,hazelcast,no,no,sql,InMemory,postgresql,maven,no,X,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
414,jhipster207,,monolith,session,hazelcast,no,no,sql,InMemory,postgresql,maven,no,X,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
415,jhipster208,X,gateway,jwt,ehcache,no,no,sql,mysql,mysql,gradle,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
416,jhipster208,,gateway,jwt,ehcache,no,no,sql,mysql,mysql,gradle,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
417,jhipster209,X,microservice,jwt,no,no,no,no,no,no,maven,no,,,X,OK,OK,NA,OK,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
418,jhipster209,,microservice,jwt,no,no,no,no,no,no,maven,no,,,X,OK,OK,NA,OK,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
419,jhipster210,X,monolith,jwt,hazelcast,hazelcast,spring-websocket,sql,mariadb,mariadb,maven,elasticsearch,X,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
420,jhipster210,,monolith,jwt,hazelcast,hazelcast,spring-websocket,sql,mariadb,mariadb,maven,elasticsearch,X,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
421,jhipster211,X,monolith,jwt,no,hazelcast,no,sql,mariadb,mariadb,gradle,no,,,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
422,jhipster211,,monolith,jwt,no,hazelcast,no,sql,mariadb,mariadb,gradle,no,,,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
423,jhipster212,X,monolith,jwt,no,hazelcast,spring-websocket,sql,DiskBased,mysql,maven,no,X,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
424,jhipster212,,monolith,jwt,no,hazelcast,spring-websocket,sql,DiskBased,mysql,maven,no,X,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
425,jhipster213,X,monolith,oauth2,ehcache,hazelcast,spring-websocket,sql,DiskBased,mysql,gradle,no,,X,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:OAUTH2
426,jhipster213,,monolith,oauth2,ehcache,hazelcast,spring-websocket,sql,DiskBased,mysql,gradle,no,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
427,jhipster214,X,monolith,oauth2,no,hazelcast,spring-websocket,sql,InMemory,mysql,gradle,elasticsearch,,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:OAUTH2
428,jhipster214,,monolith,oauth2,no,hazelcast,spring-websocket,sql,InMemory,mysql,gradle,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
429,jhipster215,X,monolith,oauth2,hazelcast,no,spring-websocket,sql,mysql,mysql,gradle,no,,,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:OAUTH2
430,jhipster215,,monolith,oauth2,hazelcast,no,spring-websocket,sql,mysql,mysql,gradle,no,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
431,jhipster216,X,monolith,session,no,no,no,sql,mariadb,mariadb,maven,no,,X,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
432,jhipster216,,monolith,session,no,no,no,sql,mariadb,mariadb,maven,no,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
433,jhipster217,X,monolith,jwt,hazelcast,hazelcast,no,sql,DiskBased,mariadb,gradle,no,,,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
434,jhipster217,,monolith,jwt,hazelcast,hazelcast,no,sql,DiskBased,mariadb,gradle,no,,,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
435,jhipster218,X,gateway,uaa,ehcache,no,spring-websocket,sql,DiskBased,postgresql,maven,elasticsearch,,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
436,jhipster218,,gateway,uaa,ehcache,no,spring-websocket,sql,DiskBased,postgresql,maven,elasticsearch,,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
437,jhipster219,X,gateway,uaa,no,no,no,sql,DiskBased,mariadb,maven,no,,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
438,jhipster219,,gateway,uaa,no,no,no,sql,DiskBased,mariadb,maven,no,,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
439,jhipster220,X,monolith,oauth2,hazelcast,no,spring-websocket,sql,InMemory,mariadb,maven,no,,X,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
440,jhipster220,,monolith,oauth2,hazelcast,no,spring-websocket,sql,InMemory,mariadb,maven,no,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
441,jhipster221,X,monolith,jwt,ehcache,no,no,sql,mysql,mysql,gradle,no,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
442,jhipster221,,monolith,jwt,ehcache,no,no,sql,mysql,mysql,gradle,no,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
443,jhipster222,X,monolith,jwt,no,no,no,sql,postgresql,postgresql,maven,no,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
444,jhipster222,,monolith,jwt,no,no,no,sql,postgresql,postgresql,maven,no,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
445,jhipster223,X,monolith,oauth2,ehcache,no,no,sql,InMemory,mariadb,maven,elasticsearch,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
446,jhipster223,,monolith,oauth2,ehcache,no,no,sql,InMemory,mariadb,maven,elasticsearch,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
447,jhipster224,X,monolith,jwt,no,hazelcast,no,sql,InMemory,mariadb,maven,no,X,,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
448,jhipster224,,monolith,jwt,no,hazelcast,no,sql,InMemory,mariadb,maven,no,X,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
449,jhipster225,X,gateway,jwt,ehcache,hazelcast,spring-websocket,sql,DiskBased,mysql,maven,no,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
450,jhipster225,,gateway,jwt,ehcache,hazelcast,spring-websocket,sql,DiskBased,mysql,maven,no,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
451,jhipster226,X,monolith,session,hazelcast,hazelcast,no,sql,mariadb,mariadb,gradle,elasticsearch,X,,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
452,jhipster226,,monolith,session,hazelcast,hazelcast,no,sql,mariadb,mariadb,gradle,elasticsearch,X,,,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
453,jhipster227,X,microservice,jwt,ehcache,no,no,sql,InMemory,mariadb,gradle,no,,,,OK,OK,NA,KO,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
454,jhipster227,,microservice,jwt,ehcache,no,no,sql,InMemory,mariadb,gradle,no,,,,OK,OK,NA,KO,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
455,jhipster228,X,monolith,oauth2,ehcache,hazelcast,spring-websocket,sql,postgresql,postgresql,gradle,elasticsearch,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
456,jhipster228,,monolith,oauth2,ehcache,hazelcast,spring-websocket,sql,postgresql,postgresql,gradle,elasticsearch,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
457,jhipster229,X,monolith,session,ehcache,hazelcast,spring-websocket,sql,mariadb,mariadb,gradle,no,X,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
458,jhipster229,,monolith,session,ehcache,hazelcast,spring-websocket,sql,mariadb,mariadb,gradle,no,X,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
459,jhipster230,X,monolith,oauth2,hazelcast,hazelcast,no,sql,DiskBased,postgresql,maven,no,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
460,jhipster230,,monolith,oauth2,hazelcast,hazelcast,no,sql,DiskBased,postgresql,maven,no,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
461,jhipster231,X,gateway,jwt,ehcache,hazelcast,no,sql,mysql,mysql,gradle,elasticsearch,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
462,jhipster231,,gateway,jwt,ehcache,hazelcast,no,sql,mysql,mysql,gradle,elasticsearch,,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
463,jhipster232,X,gateway,jwt,no,hazelcast,no,sql,mysql,mysql,maven,no,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
464,jhipster232,,gateway,jwt,no,hazelcast,no,sql,mysql,mysql,maven,no,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
465,jhipster233,X,monolith,jwt,ehcache,no,spring-websocket,sql,mysql,mysql,gradle,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
466,jhipster233,,monolith,jwt,ehcache,no,spring-websocket,sql,mysql,mysql,gradle,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
467,jhipster234,X,gateway,jwt,no,no,spring-websocket,sql,postgresql,postgresql,gradle,elasticsearch,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
468,jhipster234,,gateway,jwt,no,no,spring-websocket,sql,postgresql,postgresql,gradle,elasticsearch,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
469,jhipster235,X,uaa,uaa,no,no,no,sql,mysql,mysql,gradle,elasticsearch,,,X,OK,OK,NA,OK,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
470,jhipster235,,uaa,uaa,no,no,no,sql,mysql,mysql,gradle,elasticsearch,,,X,OK,OK,NA,OK,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
471,jhipster236,X,monolith,session,no,no,no,sql,DiskBased,postgresql,gradle,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
472,jhipster236,,monolith,session,no,no,no,sql,DiskBased,postgresql,gradle,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
473,jhipster237,X,monolith,session,no,no,no,sql,DiskBased,postgresql,maven,no,X,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
474,jhipster237,,monolith,session,no,no,no,sql,DiskBased,postgresql,maven,no,X,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
475,jhipster238,X,gateway,jwt,ehcache,hazelcast,spring-websocket,sql,DiskBased,mysql,gradle,no,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
476,jhipster238,,gateway,jwt,ehcache,hazelcast,spring-websocket,sql,DiskBased,mysql,gradle,no,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
477,jhipster239,X,monolith,session,ehcache,hazelcast,no,sql,mysql,mysql,maven,elasticsearch,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
478,jhipster239,,monolith,session,ehcache,hazelcast,no,sql,mysql,mysql,maven,elasticsearch,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
479,jhipster240,X,monolith,jwt,ehcache,hazelcast,spring-websocket,sql,DiskBased,mysql,maven,no,X,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
480,jhipster240,,monolith,jwt,ehcache,hazelcast,spring-websocket,sql,DiskBased,mysql,maven,no,X,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
481,jhipster241,X,monolith,oauth2,no,no,spring-websocket,sql,mariadb,mariadb,maven,no,,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
482,jhipster241,,monolith,oauth2,no,no,spring-websocket,sql,mariadb,mariadb,maven,no,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
483,jhipster242,X,monolith,jwt,hazelcast,no,no,sql,InMemory,postgresql,gradle,elasticsearch,X,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
484,jhipster242,,monolith,jwt,hazelcast,no,no,sql,InMemory,postgresql,gradle,elasticsearch,X,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
485,jhipster243,X,gateway,uaa,ehcache,hazelcast,no,sql,InMemory,mariadb,maven,elasticsearch,,,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
486,jhipster243,,gateway,uaa,ehcache,hazelcast,no,sql,InMemory,mariadb,maven,elasticsearch,,,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
487,jhipster244,X,monolith,oauth2,no,hazelcast,no,sql,InMemory,mariadb,maven,elasticsearch,,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:OAUTH2
488,jhipster244,,monolith,oauth2,no,hazelcast,no,sql,InMemory,mariadb,maven,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
489,jhipster245,X,monolith,jwt,ehcache,no,spring-websocket,sql,DiskBased,mysql,maven,no,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
490,jhipster245,,monolith,jwt,ehcache,no,spring-websocket,sql,DiskBased,mysql,maven,no,,,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
491,jhipster246,X,monolith,session,no,no,no,sql,mysql,mysql,gradle,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
492,jhipster246,,monolith,session,no,no,no,sql,mysql,mysql,gradle,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
493,jhipster247,X,monolith,oauth2,ehcache,no,spring-websocket,sql,InMemory,mariadb,gradle,no,,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
494,jhipster247,,monolith,oauth2,ehcache,no,spring-websocket,sql,InMemory,mariadb,gradle,no,,X,X,OK,OK,NA,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
495,jhipster248,X,monolith,session,hazelcast,no,spring-websocket,sql,InMemory,postgresql,maven,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
496,jhipster248,,monolith,session,hazelcast,no,spring-websocket,sql,InMemory,postgresql,maven,elasticsearch,,X,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
497,jhipster249,X,monolith,session,hazelcast,hazelcast,no,sql,postgresql,postgresql,gradle,elasticsearch,X,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
498,jhipster249,,monolith,session,hazelcast,hazelcast,no,sql,postgresql,postgresql,gradle,elasticsearch,X,X,,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
499,jhipster250,X,gateway,jwt,no,hazelcast,no,sql,DiskBased,mysql,maven,elasticsearch,,,X,OK,OK,NA,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
